,Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
84531,50337A74314E4F71774D4A696A3141383243665047773D3D,6C2F66346E5359786D6B5A4C396C684D505A317755513D3D,Творческий проект,3,2016/2017,зачтено,18.05.02 Химическая технология материалов современной энергетики,Очная,Специалист,Учащийся
84532,45426B4F5A486B4A44397353385A796A657265426A673D3D,6C2F66346E5359786D6B5A4C396C684D505A317755513D3D,Творческий проект,3,2016/2017,зачтено,18.05.02 Химическая технология материалов современной энергетики,Очная,Специалист,Учащийся
84533,30346547347149794167776F484D59456332655453413D3D,6C2F66346E5359786D6B5A4C396C684D505A317755513D3D,Творческий проект,3,2016/2017,зачтено,18.05.02 Химическая технология материалов современной энергетики,Очная,Специалист,Учащийся
84534,5278764A2F55414E5430626C4E5363544C32513877413D3D,6C2F66346E5359786D6B5A4C396C684D505A317755513D3D,Творческий проект,3,2016/2017,зачтено,18.05.02 Химическая технология материалов современной энергетики,Очная,Специалист,Учащийся
84535,6A777679686C6A63647A48734933744669526B7733773D3D,6C2F66346E5359786D6B5A4C396C684D505A317755513D3D,Творческий проект,3,2016/2017,зачтено,18.05.02 Химическая технология материалов современной энергетики,Очная,Специалист,Учащийся
84536,69446C5652676579716F787766376C34614D637A5A513D3D,6C2F66346E5359786D6B5A4C396C684D505A317755513D3D,Творческий проект,3,2016/2017,зачтено,18.05.02 Химическая технология материалов современной энергетики,Очная,Специалист,Учащийся
84537,4B526A47613054466C302F6C476C55647454382F53413D3D,6C2F66346E5359786D6B5A4C396C684D505A317755513D3D,Творческий проект,3,2016/2017,зачтено,18.05.02 Химическая технология материалов современной энергетики,Очная,Специалист,Учащийся
84538,6A38585549414D784B5A4936505A4A734F4C35727A673D3D,71797847744F4F334F344B4530552B48776E4F3078673D3D,Творческий проект,3,2016/2017,незачет,18.05.02 Химическая технология материалов современной энергетики,Очная,Специалист,Отчисленный
84539,6A38585549414D784B5A4936505A4A734F4C35727A673D3D,71797847744F4F334F344B4530552B48776E4F3078673D3D,Творческий проект,3,2016/2017,неудовлетворительно,18.05.02 Химическая технология материалов современной энергетики,Очная,Специалист,Отчисленный
84540,5A4E303849614B763736764D5855752B776D537534673D3D,6C2F66346E5359786D6B5A4C396C684D505A317755513D3D,Творческий проект,3,2016/2017,зачтено,18.05.02 Химическая технология материалов современной энергетики,Очная,Специалист,Учащийся
84541,76305441795052377A473942356E6A2F447A5A7361413D3D,4471317864336B6B545A71725842615A4D49685130673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84542,6A536F393649683338515651303736446D61693257513D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84543,56326573317052376E7A72554A6C617636384A4257413D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84544,55686E30582B76446E35736F6656336F3361783263413D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84545,373961567751472F324F4634476E555133594A5477513D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84546,3948704F4C6E6F536C48444A7A6D706978305A4930773D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84547,525064363972716D33777638567942757173583744673D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84548,6C5664454D736E657779737352717A2F6E61743432513D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84549,4A63505A65676B61384C4448597256375961533972773D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84550,78696B646E364B692F33515654727249317565682F773D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84551,5462366F4E386F6B63534A6551637A6C2F354E5658513D3D,4471317864336B6B545A71725842615A4D49685130673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84552,5A6C764C722B303552614175684E4E4F4432466749673D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84553,584D3639425A6B676E39445055507539786B497461513D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84554,4549545156503046642B7839366E50773877653268413D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84555,7162514C61465637797432336D476A5A6E356E6337413D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84556,6B627577635262505170686334614B46446543305A773D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84557,56674C6371365667784356614E4B5066367050537A513D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84558,76496C3957794958545743795847364E4C47674A79773D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84559,774B6258774F4243344F724147504A5931374E4441673D3D,37645148353658477A5861342F4770304E62666A46673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84560,387742754C57546E59525646673572695466376643773D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84561,716377677044716A7677697465644C6D574F54614A673D3D,38456458586E426B55636F4F32524C505052486175673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84562,56532B5A5A7A745850626254613471787671554A44413D3D,38456458586E426B55636F4F32524C505052486175673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
84623,2B506969695250614938677075512F554C46526664413D3D,397357535572685378532F30476F544F6264794F4A413D3D,Творческий проект,2,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
84624,6C46526D544E32387265432F585249567A7A574445513D3D,397357535572685378532F30476F544F6264794F4A413D3D,Творческий проект,2,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
84625,6777514B4A346752362B787247755570326B4A4C7A513D3D,397357535572685378532F30476F544F6264794F4A413D3D,Творческий проект,2,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
84626,6F506B6F4F426C436D706C58564364347545576D58513D3D,397357535572685378532F30476F544F6264794F4A413D3D,Творческий проект,2,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
84627,39617A7452674A786B6F50554469674259436A5154513D3D,397357535572685378532F30476F544F6264794F4A413D3D,Творческий проект,2,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
84628,6637753476717A4231656544474B6847714D486862773D3D,397357535572685378532F30476F544F6264794F4A413D3D,Творческий проект,2,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
84629,6569737A416B4239532F617938433432612F2F7369513D3D,397357535572685378532F30476F544F6264794F4A413D3D,Творческий проект,2,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
84630,574F6D4C4749617574732B52483453745054425833673D3D,397357535572685378532F30476F544F6264794F4A413D3D,Творческий проект,2,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
84631,674268732B7037416D7834546E457962312B615368773D3D,35514B53396C424F3864563438533132336A377955413D3D,Творческий проект,2,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
84674,6A4D39567A4D30374C432B424333365442526B4F55673D3D,6736317467326C4C61737358344B556132394E3076773D3D,Творческий проект,2,2014/2015,незачет,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
84675,6A4D39567A4D30374C432B424333365442526B4F55673D3D,6736317467326C4C61737358344B556132394E3076773D3D,Творческий проект,2,2014/2015,неудовлетворительно,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
84768,796B63514B49784649397265696979356D4C707170673D3D,4B4D526D4861694E2F2B6C6E434A74445A6D354952413D3D,Творческий проект,2,2015/2016,зачтено,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
84769,78763944537339744A627138467738614C364B3250773D3D,39494446306B66757143794B323630354573747258513D3D,Творческий проект,2,2015/2016,зачтено,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
84770,69522F356D6F437155657039556C3741625A75772B773D3D,39494446306B66757143794B323630354573747258513D3D,Творческий проект,2,2015/2016,зачтено,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
84771,6C7A6147424A336C4C6F74386475714F6B6E586354413D3D,4B4D526D4861694E2F2B6C6E434A74445A6D354952413D3D,Творческий проект,2,2015/2016,зачтено,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
84772,383873376C5631792B2B6939674F67704E546B5864513D3D,39494446306B66757143794B323630354573747258513D3D,Творческий проект,2,2015/2016,зачтено,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
84773,5A75763951687155644F6C376A367745596A6D554C513D3D,3363304D44776C4D3241636D2F57316C5A36476747773D3D,Творческий проект,2,2015/2016,незачет,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
84774,5A75763951687155644F6C376A367745596A6D554C513D3D,3363304D44776C4D3241636D2F57316C5A36476747773D3D,Творческий проект,2,2015/2016,неудовлетворительно,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
84775,436D4C622F524F7254737548532B70354841665663513D3D,39494446306B66757143794B323630354573747258513D3D,Творческий проект,2,2015/2016,зачтено,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
84776,6A4642426C57415738455876397970415452627337513D3D,4B4D526D4861694E2F2B6C6E434A74445A6D354952413D3D,Творческий проект,2,2015/2016,зачтено,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
84777,7743682B2B2F46512B7A785457614D354F3741524B773D3D,39494446306B66757143794B323630354573747258513D3D,Творческий проект,2,2015/2016,зачтено,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
84778,512B417343694F5572457241324C4243416C6D3852513D3D,3363304D44776C4D3241636D2F57316C5A36476747773D3D,Творческий проект,2,2015/2016,зачтено,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
84783,437055644C4F7539794C474C6538584E5054534144513D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,2,2015/2016,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
84821,47317071396E68594B68736B38392F6A574F354444673D3D,4B4D526D4861694E2F2B6C6E434A74445A6D354952413D3D,Творческий проект,2,2012/2013,зачтено,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
85118,384E637834467A75434B706A4148636E4D34315665513D3D,69354461474B6F76376F4775696442345266793645513D3D,Творческий проект,4,2015/2016,зачтено,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
85119,6A56625336754D2B576172685231356343304D4B56673D3D,69354461474B6F76376F4775696442345266793645513D3D,Творческий проект,4,2015/2016,зачтено,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
85482,68655739364773346D4E4941487A4A384F34767758673D3D,735345617576736B334E4475707539756A30655170673D3D,Творческий проект,2,2015/2016,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
85713,62414E77492F6D563739764679463049612F2B7449413D3D,4364566C6B3534514B5175317979645A6145587868673D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85714,793234726B697A6B524D764173716577556963777A413D3D,4364566C6B3534514B5175317979645A6145587868673D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85715,69583839457952676E2F5362724171695A346B4F2B513D3D,4364566C6B3534514B5175317979645A6145587868673D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85716,354C7041644A33677A35486432376D6E4B524C6A58513D3D,6865424349763458464F4E35777759655A526B364E513D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85717,596C366B474A3961774F63587753473646366A584E513D3D,6865424349763458464F4E35777759655A526B364E513D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85718,7844432F4D2F414347344B57796B31513067556968773D3D,4364566C6B3534514B5175317979645A6145587868673D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85719,4E5854502F7951477771717867326A4C5932796B67673D3D,4364566C6B3534514B5175317979645A6145587868673D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85720,57614B74552B646D476F5244705058622B572F6A4A673D3D,6865424349763458464F4E35777759655A526B364E513D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85721,772F394A617533326B354C2B446E6556577A726E2F513D3D,4364566C6B3534514B5175317979645A6145587868673D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85722,524961334E417A72747455373150355A777A595936513D3D,6865424349763458464F4E35777759655A526B364E513D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85723,617133426E4C466338734F4D4379716C74442F5459673D3D,584F326F4C65654F7152314D416555326F47637A51513D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85724,41414D6646484777584C472F782F5471543452654C673D3D,4364566C6B3534514B5175317979645A6145587868673D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85725,4453664F6458796251347756516F434A7274653042413D3D,42376B36747565416C5A3646752F3961767A6D3358773D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85726,4A5455634F76494E57714D53366D444A4F792B7463513D3D,6865424349763458464F4E35777759655A526B364E513D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85727,594F426435773733715474682B4B7A6D4B77756A42673D3D,4364566C6B3534514B5175317979645A6145587868673D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85728,545A5A67663756494D62384D4C7133354E5A535643513D3D,4364566C6B3534514B5175317979645A6145587868673D3D,Творческий проект,3,2016/2017,зачтено,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
85969,6B427A716445354C753649557777334147424B4D39513D3D,334E304E5971414D664D3852434957354A31515A7A773D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
85970,6A38624D765667675753584B54425857493641432F673D3D,664471705034617664396978427831663072544A47673D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
85971,6C5854334A44434E4458574A435365714A4C2B6739413D3D,6736317467326C4C61737358344B556132394E3076773D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
85972,564E574C4E353842436C684564477A325739616862413D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
85973,306A4473594637556A5947734768306848336D7963513D3D,6736317467326C4C61737358344B556132394E3076773D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
85974,61426E6774736477552B5452646F51723850344F4E673D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
85975,4845446650445665714C5159615641595541534F79673D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
85976,48656E4748725455646572634C727A5058512F4665673D3D,4275757651775A574B43505466614D4848367A4A30413D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
85977,742B32616C3654666B48614E434D2B6B6450696378513D3D,334E304E5971414D664D3852434957354A31515A7A773D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
85978,734C69795554644948635565797544416B495A6A34673D3D,57786A4B725A396754784B776346724C6F4F31416E673D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
86346,336B6C714547414332476F6D395A4E472B65374A53513D3D,4275757651775A574B43505466614D4848367A4A30413D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
86347,2B5A6A34375934686E504E39644A74307855453067773D3D,6736317467326C4C61737358344B556132394E3076773D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
86348,30424462795035782B7A555A52434D456366756B41673D3D,334E304E5971414D664D3852434957354A31515A7A773D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
86349,423962477834423441694341354E4433464E6E4974513D3D,6736317467326C4C61737358344B556132394E3076773D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
86350,5A4562694170787A61543750396B76572F6F4A494E513D3D,45354B73795A34322F44487A417A714C4470433031673D3D,Творческий проект,3,2016/2017,зачтено,13.03.01 Теплоэнергетика и теплотехника,Очная,Бакалавр,Отчисленный
86484,71684831345362374C6D3953767364442F43785959413D3D,4535577972527046526672654B4768316B32634432673D3D,Творческий проект,3,2016/2017,зачтено,15.03.04 Автоматизация технологических процессов и производств,Очная,Бакалавр,Отчисленный
86485,6C776F6831527374764768594F78336475706E4658513D3D,5545633230703035462F79657735435A6333567832673D3D,Творческий проект,3,2016/2017,зачтено,15.03.04 Автоматизация технологических процессов и производств,Очная,Бакалавр,Отчисленный
86887,783450504130333547414C4B5A5467714C57735965513D3D,6932724E4E35584F59482B4B7A5650576C55363871673D3D,Творческий проект,3,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
86888,37745649532F2B626E39334A3931525633504A7657413D3D,5254504474696E31476A365948704356427343317A413D3D,Творческий проект,3,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
87062,5565494A33696A32622B6C32626558774C5742456E773D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87063,48697A3263444265442F4331586E6B326C506E4A4D673D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87064,66584B616A79354A73584535704764386459334553413D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87065,366C6565524E3056446C756D61413171504F346D74413D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87066,676E72686C344F7535744447332B64617043784B38673D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87067,3444506B4F6D44474B76365177725351782F71574A673D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87068,524844506D752F624579466F32584E44466C465345413D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87069,645535343942703247476276792B674B3770364130513D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87070,514B343843524D6C4E3032566372694A2F61486E6C673D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87071,633831417552376A3472695070364D50474D644738413D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87072,6D44487A41467A364839322B34316E6C573746357A673D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87073,753557395A646C31437267345A32317A574F5A645A773D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87074,354E526839386477373675447442304C454C706E65673D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87075,4F6177362F4A463154435469337538385145654663513D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87076,7A314453346E384A774738304A7834593974626259513D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87077,50505937474F34766E474A2F696C466B5662487045413D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87078,572B6C764C36454547577A43664B4762766D484D48673D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87079,583379534532724E656734743063697062444E394A673D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87080,72656F41785574714575672B2B4C534B58587A4659773D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87081,4C787A72557577644C2B33474A4F3238415136514F413D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87082,46783976315347562F6A41455A713252554278736E413D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87083,4C5876702F644C67496B63622B4D6174626A4A4345413D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87084,444A425636676E333774553242473742334B754F51673D3D,735345617576736B334E4475707539756A30655170673D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87085,6268594930646B4D556C55354975663061566A4D65673D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87086,794763477A616243623468364632754D616B576C47673D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87087,662B334B52504E5747652F567235494E6E4233314E773D3D,5678426B466C3636366F383473557843306E356F5A513D3D,Творческий проект,3,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
87245,702B31426643792B6D7550334E466A694645356755513D3D,55625641734C6D2B41634F2B4D5246563050397631513D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
87246,5252344F534B474B54764947626C5A346A59636958773D3D,6451463468426646784A51323136756A77476C594D773D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
87247,4A6E706245762F5849684D76494E39356B49587433773D3D,4275757651775A574B43505466614D4848367A4A30413D3D,Творческий проект,3,2016/2017,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
87462,344631784E2F77747172576F4A6851796E3357536B673D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87463,476F5058397A3145674A6653467A6F703736414A74413D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Отчисленный
87464,6E4A52756C43674E3774393876744248636949326C413D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87465,474C7A4C426C70467344706C5674776447704A612B513D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Учащийся
87466,52436962624D6C616D5830337070485544637A6D4E413D3D,43744D554474445057656841434E7548794D455162413D3D,Творческий проект,3,2016/2017,зачтено,"14.05.02 Атомные станции: проектирование, эксплуатация и инжиниринг",Очная,Специалист,Отчисленный
