,Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
139030,37376771493349394B555642584E696B6D72717A75413D3D,317857586A3877446C725457665837356F4F33782B513D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139031,4A4B36567A4358364D576B502F68357A4B78686E45673D3D,317857586A3877446C725457665837356F4F33782B513D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139032,326C704E5161783230794E4C6B436749443352786C513D3D,317857586A3877446C725457665837356F4F33782B513D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139033,713774356C52475961424F6675546C2B586166492B673D3D,4D345A5969655569746F374D446472496D724A5649673D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139034,626B7546653030706751634E4663725748305A6E6E773D3D,4B36343755384A35374541565A334A4B364A317353773D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139035,72593762302B786843326C374A76444A7556526F46413D3D,5254504474696E31476A365948704356427343317A413D3D,Творческий проект,4,2016/2017,зачтено,14.03.02 Ядерные физика и технологии,Очная,Бакалавр,Отчисленный
139166,6F4C3068744157774C6E713731786B755A78346354673D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139167,37356D58505872567636513473666A665243557A34513D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139168,394E6863454D394753485761473179644F79444F4B773D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139169,575064666378596E616B76306F5067785563614439673D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139170,726E2F554C6535776644455A327A7241546D513656513D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139171,783058622B4A37314C4D4B6A74486F773553776E46513D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139172,487358327250643074686A52636A30554373697339513D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139173,4F78465879525A4A7A394666716C6761526A564653413D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139174,633149735A6356642B73484C6B3142674B752F6579773D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139175,437055644C4F7539794C474C6538584E5054534144513D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139176,344E30374A6C6678457A49692B454D634759777065673D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139177,4F6A376C36306A326865614D6A554D7247767A486D413D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139178,455353434B4C302F3752303677334249464D2F5862773D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139179,6E75364E45524556306B6F55617144637A66546161413D3D,624663665941697031726C442B4F75673236724479413D3D,Творческий проект,4,2016/2017,зачтено,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
139393,773056773159494D726C515344496A4579334C6249673D3D,5A69503244684C6A31414A456F4B576654335A576C513D3D,Творческий проект,4,2016/2017,незачет,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
139394,773056773159494D726C515344496A4579334C6249673D3D,5A69503244684C6A31414A456F4B576654335A576C513D3D,Творческий проект,4,2016/2017,неудовлетворительно,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
140860,6263675A374D5A546F64727439506D6F57767A316C673D3D,69354461474B6F76376F4775696442345266793645513D3D,Творческий проект,4,2016/2017,зачтено,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
140861,5A79762F63555A6751645649694757543276484D58673D3D,69354461474B6F76376F4775696442345266793645513D3D,Творческий проект,4,2016/2017,зачтено,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
140862,5551697A32424C5A574A693875555754334A343537773D3D,69354461474B6F76376F4775696442345266793645513D3D,Творческий проект,4,2016/2017,зачтено,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
140863,4C71526D4274655A59632F30436157765457536F76413D3D,69354461474B6F76376F4775696442345266793645513D3D,Творческий проект,4,2016/2017,зачтено,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
140864,3567324D316B745479756F6C584434394A384A6F74413D3D,69354461474B6F76376F4775696442345266793645513D3D,Творческий проект,4,2016/2017,зачтено,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
140865,31706B753458354C71694D6B422B67745369763252513D3D,69354461474B6F76376F4775696442345266793645513D3D,Творческий проект,4,2016/2017,зачтено,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
140866,48664772752B394F71746A356639774A744F313075673D3D,69354461474B6F76376F4775696442345266793645513D3D,Творческий проект,4,2016/2017,зачтено,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
140867,517179725563387063394778644F785A385279586C513D3D,69354461474B6F76376F4775696442345266793645513D3D,Творческий проект,4,2016/2017,зачтено,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
140868,43755442715535456F446D2F41473658784942694F513D3D,69354461474B6F76376F4775696442345266793645513D3D,Творческий проект,4,2016/2017,незачет,09.03.03 Прикладная информатика,Очная,Бакалавр,Отчисленный
